time_s,shape_matched_short_circuit_current_A,shape_matched_short_circuit_current_uA,integrated_transferred_charge_C,integrated_transferred_charge_nC
7.021883249102e-02,-2.726432063284e-08,-2.726432063284e-02,-3.200296539397e-08,-3.200296539397e+01
7.027347749685e-02,-2.503650334841e-08,-2.503650334841e-02,-3.200439438339e-08,-3.200439438339e+01
7.032812250268e-02,-2.279999439618e-08,-2.279999439618e-02,-3.200570139624e-08,-3.200570139624e+01
7.038276750851e-02,-2.055476642550e-08,-2.055476642550e-02,-3.200688595682e-08,-3.200688595682e+01
7.043741251434e-02,-1.830079205839e-08,-1.830079205839e-02,-3.200794758793e-08,-3.200794758793e+01
7.049205752017e-02,-1.603804388886e-08,-1.603804388886e-02,-3.200888581087e-08,-3.200888581087e+01
7.054670252600e-02,-1.376649448363e-08,-1.376649448363e-02,-3.200970014546e-08,-3.200970014546e+01
7.060134753183e-02,-1.148611638378e-08,-1.148611638378e-02,-3.201039010999e-08,-3.201039010999e+01
7.065599253766e-02,-9.196882104038e-09,-9.196882104038e-03,-3.201095522128e-08,-3.201095522128e+01
7.071063754349e-02,-6.898764133766e-09,-6.898764133766e-03,-3.201139499462e-08,-3.201139499462e+01
7.076528254932e-02,-4.591734937645e-09,-4.591734937645e-03,-3.201170894381e-08,-3.201170894381e+01
7.081992755515e-02,-2.275766956409e-09,-2.275766956409e-03,-3.201189658115e-08,-3.201189658115e+01
7.087457256098e-02,4.916739291856e-11,4.916739291856e-05,-3.201195741743e-08,-3.201195741743e+01
7.092921756681e-02,2.383095716545e-09,2.383095716545e-03,-3.201189096191e-08,-3.201189096191e+01
7.098386257264e-02,4.726045642949e-09,4.726045642949e-03,-3.201169672238e-08,-3.201169672238e+01
7.103850757847e-02,7.078044822168e-09,7.078044822168e-03,-3.201137420508e-08,-3.201137420508e+01
7.109315258430e-02,9.439120925789e-09,9.439120925789e-03,-3.201092291477e-08,-3.201092291477e+01
7.114779759012e-02,1.180930164576e-08,1.180930164576e-02,-3.201034235468e-08,-3.201034235468e+01
7.120244259595e-02,1.418861469415e-08,1.418861469415e-02,-3.200963202654e-08,-3.200963202654e+01
7.125708760178e-02,1.657708780265e-08,1.657708780265e-02,-3.200879143054e-08,-3.200879143054e+01
7.131173260761e-02,1.897474872093e-08,1.897474872093e-02,-3.200782006538e-08,-3.200782006538e+01
7.136637761344e-02,2.138162521734e-08,2.138162521734e-02,-3.200671742824e-08,-3.200671742824e+01
7.142102261927e-02,2.379774507747e-08,2.379774507747e-02,-3.200548301476e-08,-3.200548301476e+01
7.147566762510e-02,2.622313610416e-08,2.622313610416e-02,-3.200411631909e-08,-3.200411631909e+01
7.153031263093e-02,2.865782611555e-08,2.865782611555e-02,-3.200261683384e-08,-3.200261683384e+01
7.158495763676e-02,3.110184294562e-08,3.110184294562e-02,-3.200098405011e-08,-3.200098405011e+01
7.163960264259e-02,3.355521444367e-08,3.355521444367e-02,-3.199921745747e-08,-3.199921745747e+01
7.169424764842e-02,3.601796847239e-08,3.601796847239e-02,-3.199731654398e-08,-3.199731654398e+01
7.174889265425e-02,3.849013290840e-08,3.849013290840e-02,-3.199528079616e-08,-3.199528079616e+01
7.180353766008e-02,4.097173564074e-08,4.097173564074e-02,-3.199310969903e-08,-3.199310969903e+01
7.185818266591e-02,4.346280457068e-08,4.346280457068e-02,-3.199080273605e-08,-3.199080273605e+01
7.191282767174e-02,4.596336761098e-08,4.596336761098e-02,-3.198835938920e-08,-3.198835938920e+01
7.196747267757e-02,4.847345268493e-08,4.847345268493e-02,-3.198577913891e-08,-3.198577913891e+01
7.202211768340e-02,5.099308772567e-08,5.099308772567e-02,-3.198306146407e-08,-3.198306146407e+01
7.207676268923e-02,5.352230067588e-08,5.352230067588e-02,-3.198020584206e-08,-3.198020584206e+01
7.213140769506e-02,5.606111948617e-08,5.606111948617e-02,-3.197721174874e-08,-3.197721174874e+01
7.218605270089e-02,5.860957211552e-08,5.860957211552e-02,-3.197407865844e-08,-3.197407865844e+01
7.224069770672e-02,6.116768652963e-08,6.116768652963e-02,-3.197080604394e-08,-3.197080604394e+01
7.229534271255e-02,6.373549070017e-08,6.373549070017e-02,-3.196739337652e-08,-3.196739337652e+01
7.234998771838e-02,6.631301260481e-08,6.631301260481e-02,-3.196384012591e-08,-3.196384012591e+01
7.240463272421e-02,6.890028022600e-08,6.890028022600e-02,-3.196014576032e-08,-3.196014576032e+01
7.245927773003e-02,7.149732154955e-08,7.149732154955e-02,-3.195630974644e-08,-3.195630974644e+01
7.251392273586e-02,7.410416456509e-08,7.410416456509e-02,-3.195233154941e-08,-3.195233154941e+01
7.256856774169e-02,7.672083726420e-08,7.672083726420e-02,-3.194821063285e-08,-3.194821063285e+01
7.262321274752e-02,7.934736764057e-08,7.934736764057e-02,-3.194394645887e-08,-3.194394645887e+01
7.267785775335e-02,8.198378368816e-08,8.198378368816e-02,-3.193953848802e-08,-3.193953848802e+01
7.273250275918e-02,8.463011340140e-08,8.463011340140e-02,-3.193498617933e-08,-3.193498617933e+01
7.278714776501e-02,8.728638477376e-08,8.728638477376e-02,-3.193028899031e-08,-3.193028899031e+01
7.284179277084e-02,8.995262579728e-08,8.995262579728e-02,-3.192544637692e-08,-3.192544637692e+01
7.289643777667e-02,9.262886446087e-08,9.262886446087e-02,-3.192045779362e-08,-3.192045779362e+01
7.295108278250e-02,9.531512875106e-08,9.531512875106e-02,-3.191532269332e-08,-3.191532269332e+01
7.300572778833e-02,9.801144664983e-08,9.801144664983e-02,-3.191004052740e-08,-3.191004052740e+01
7.306037279416e-02,1.007178461341e-07,1.007178461341e-01,-3.190461074572e-08,-3.190461074572e+01
7.311501779999e-02,1.034343551754e-07,1.034343551754e-01,-3.189903279661e-08,-3.189903279661e+01
7.316966280582e-02,1.061610017379e-07,1.061610017379e-01,-3.189330612686e-08,-3.189330612686e+01
7.322430781165e-02,1.088978137789e-07,1.088978137789e-01,-3.188743018174e-08,-3.188743018174e+01
7.327895281748e-02,1.116448192469e-07,1.116448192469e-01,-3.188140440501e-08,-3.188140440501e+01
7.333359782331e-02,1.144020460812e-07,1.144020460812e-01,-3.187522823887e-08,-3.187522823887e+01
7.338824282914e-02,1.171695222111e-07,1.171695222111e-01,-3.186890112402e-08,-3.186890112402e+01
7.344288783497e-02,1.199472755541e-07,1.199472755541e-01,-3.186242249962e-08,-3.186242249962e+01
7.349753284080e-02,1.227353340166e-07,1.227353340166e-01,-3.185579180332e-08,-3.185579180332e+01
7.355217784663e-02,1.255337254915e-07,1.255337254915e-01,-3.184900847121e-08,-3.184900847121e+01
7.360682285246e-02,1.283424778579e-07,1.283424778579e-01,-3.184207193791e-08,-3.184207193791e+01
7.366146785829e-02,1.311616189808e-07,1.311616189808e-01,-3.183498163646e-08,-3.183498163646e+01
7.371611286412e-02,1.339911767081e-07,1.339911767081e-01,-3.182773699843e-08,-3.182773699843e+01
7.377075786995e-02,1.368311788728e-07,1.368311788728e-01,-3.182033745383e-08,-3.182033745383e+01
7.382540287577e-02,1.396816532889e-07,1.396816532889e-01,-3.181278243117e-08,-3.181278243117e+01
7.388004788160e-02,1.425426277522e-07,1.425426277522e-01,-3.180507135743e-08,-3.180507135743e+01
7.393469288743e-02,1.454141300396e-07,1.454141300396e-01,-3.179720365807e-08,-3.179720365807e+01
7.398933789326e-02,1.482961879068e-07,1.482961879068e-01,-3.178917875706e-08,-3.178917875706e+01
7.404398289909e-02,1.511888290883e-07,1.511888290883e-01,-3.178099607681e-08,-3.178099607681e+01
7.409862790492e-02,1.540920812961e-07,1.540920812961e-01,-3.177265503824e-08,-3.177265503824e+01
7.415327291075e-02,1.570059722188e-07,1.570059722188e-01,-3.176415506077e-08,-3.176415506077e+01
7.420791791658e-02,1.599305295205e-07,1.599305295205e-01,-3.175549556228e-08,-3.175549556228e+01
7.426256292241e-02,1.628657808398e-07,1.628657808398e-01,-3.174667595915e-08,-3.174667595915e+01
7.431720792824e-02,1.658117537887e-07,1.658117537887e-01,-3.173769566625e-08,-3.173769566625e+01
7.437185293407e-02,1.687684759520e-07,1.687684759520e-01,-3.172855409695e-08,-3.172855409695e+01
7.442649793990e-02,1.717359748859e-07,1.717359748859e-01,-3.171925066309e-08,-3.171925066309e+01
7.448114294573e-02,1.747142781164e-07,1.747142781164e-01,-3.170978477505e-08,-3.170978477505e+01
7.453578795156e-02,1.777034131397e-07,1.777034131397e-01,-3.170015584165e-08,-3.170015584165e+01
7.459043295739e-02,1.807034074201e-07,1.807034074201e-01,-3.169036327025e-08,-3.169036327025e+01
7.464507796322e-02,1.837142883884e-07,1.837142883884e-01,-3.168040646669e-08,-3.168040646669e+01
7.469972296905e-02,1.867360834428e-07,1.867360834428e-01,-3.167028483533e-08,-3.167028483533e+01
7.475436797488e-02,1.897688199455e-07,1.897688199455e-01,-3.165999777901e-08,-3.165999777901e+01
7.480901298071e-02,1.928125252234e-07,1.928125252234e-01,-3.164954469909e-08,-3.164954469909e+01
7.486365798654e-02,1.958672265658e-07,1.958672265658e-01,-3.163892499544e-08,-3.163892499544e+01
7.491830299237e-02,1.989329512244e-07,1.989329512244e-01,-3.162813806643e-08,-3.162813806643e+01
7.497294799820e-02,2.020097264107e-07,2.020097264107e-01,-3.161718330895e-08,-3.161718330895e+01
7.502759300403e-02,2.050975792969e-07,2.050975792969e-01,-3.160606011841e-08,-3.160606011841e+01
7.508223800986e-02,2.081965370128e-07,2.081965370128e-01,-3.159476788871e-08,-3.159476788871e+01
7.513688301568e-02,2.113066266457e-07,2.113066266457e-01,-3.158330601230e-08,-3.158330601230e+01
7.519152802151e-02,2.144278752394e-07,2.144278752394e-01,-3.157167388013e-08,-3.157167388013e+01
7.524617302734e-02,2.175603097922e-07,2.175603097922e-01,-3.155987088169e-08,-3.155987088169e+01
7.530081803317e-02,2.207039572567e-07,2.207039572567e-01,-3.154789640497e-08,-3.154789640497e+01
7.535546303900e-02,2.238588445381e-07,2.238588445381e-01,-3.153574983652e-08,-3.153574983652e+01
7.541010804483e-02,2.270249984933e-07,2.270249984933e-01,-3.152343056141e-08,-3.152343056141e+01
7.546475305066e-02,2.302024459286e-07,2.302024459286e-01,-3.151093796323e-08,-3.151093796323e+01
7.551939805649e-02,2.333912136010e-07,2.333912136010e-01,-3.149827142411e-08,-3.149827142411e+01
7.557404306232e-02,2.365913282141e-07,2.365913282141e-01,-3.148543032474e-08,-3.148543032474e+01
7.562868806815e-02,2.398028164190e-07,2.398028164190e-01,-3.147241404434e-08,-3.147241404434e+01
7.568333307398e-02,2.430257048125e-07,2.430257048125e-01,-3.145922196066e-08,-3.145922196066e+01
7.573797807981e-02,2.462600199348e-07,2.462600199348e-01,-3.144585345002e-08,-3.144585345002e+01
7.579262308564e-02,2.495057882703e-07,2.495057882703e-01,-3.143230788728e-08,-3.143230788728e+01
7.584726809147e-02,2.527630362448e-07,2.527630362448e-01,-3.141858464586e-08,-3.141858464586e+01
7.590191309730e-02,2.560317902245e-07,2.560317902245e-01,-3.140468309773e-08,-3.140468309773e+01
7.595655810313e-02,2.593120765150e-07,2.593120765150e-01,-3.139060261343e-08,-3.139060261343e+01
7.601120310896e-02,2.626039213606e-07,2.626039213606e-01,-3.137634256205e-08,-3.137634256205e+01
7.606584811479e-02,2.659073509420e-07,2.659073509420e-01,-3.136190231127e-08,-3.136190231127e+01
7.612049312062e-02,2.692223913754e-07,2.692223913754e-01,-3.134728122733e-08,-3.134728122733e+01
7.617513812645e-02,2.725490687115e-07,2.725490687115e-01,-3.133247867503e-08,-3.133247867503e+01
7.622978313228e-02,2.758874089341e-07,2.758874089341e-01,-3.131749401777e-08,-3.131749401777e+01
7.628442813811e-02,2.792374379584e-07,2.792374379584e-01,-3.130232661753e-08,-3.130232661753e+01
7.633907314394e-02,2.825991816303e-07,2.825991816303e-01,-3.128697583485e-08,-3.128697583485e+01
7.639371814977e-02,2.859726657248e-07,2.859726657248e-01,-3.127144102889e-08,-3.127144102889e+01
7.644836315559e-02,2.893579159443e-07,2.893579159443e-01,-3.125572155740e-08,-3.125572155740e+01
7.650300816142e-02,2.927549579181e-07,2.927549579181e-01,-3.123981677671e-08,-3.123981677671e+01
7.655765316725e-02,2.961638172003e-07,2.961638172003e-01,-3.122372604176e-08,-3.122372604176e+01
7.661229817308e-02,2.995845192692e-07,2.995845192692e-01,-3.120744870610e-08,-3.120744870610e+01
7.666694317891e-02,3.030170895251e-07,3.030170895251e-01,-3.119098412188e-08,-3.119098412188e+01
7.672158818474e-02,3.064615532893e-07,3.064615532893e-01,-3.117433163989e-08,-3.117433163989e+01
7.677623319057e-02,3.099179358033e-07,3.099179358033e-01,-3.115749060950e-08,-3.115749060950e+01
7.683087819640e-02,3.133862622265e-07,3.133862622265e-01,-3.114046037873e-08,-3.114046037873e+01
7.688552320223e-02,3.168665576353e-07,3.168665576353e-01,-3.112324029423e-08,-3.112324029423e+01
7.694016820806e-02,3.203588470218e-07,3.203588470218e-01,-3.110582970125e-08,-3.110582970125e+01
7.699481321389e-02,3.238631552926e-07,3.238631552926e-01,-3.108822794371e-08,-3.108822794371e+01
7.704945821972e-02,3.273795072660e-07,3.273795072660e-01,-3.107043436417e-08,-3.107043436417e+01
7.710410322555e-02,3.309079276727e-07,3.309079276727e-01,-3.105244830381e-08,-3.105244830381e+01
7.715874823138e-02,3.344484411528e-07,3.344484411528e-01,-3.103426910248e-08,-3.103426910248e+01
7.721339323721e-02,3.380010722551e-07,3.380010722551e-01,-3.101589609869e-08,-3.101589609869e+01
7.726803824304e-02,3.415658454356e-07,3.415658454356e-01,-3.099732862960e-08,-3.099732862960e+01
7.732268324887e-02,3.451427850556e-07,3.451427850556e-01,-3.097856603104e-08,-3.097856603104e+01
7.737732825470e-02,3.487319153806e-07,3.487319153806e-01,-3.095960763752e-08,-3.095960763752e+01
7.743197326053e-02,3.523332605790e-07,3.523332605790e-01,-3.094045278220e-08,-3.094045278220e+01
7.748661826636e-02,3.559468447204e-07,3.559468447204e-01,-3.092110079696e-08,-3.092110079696e+01
7.754126327219e-02,3.595726917746e-07,3.595726917746e-01,-3.090155101234e-08,-3.090155101234e+01
7.759590827802e-02,3.632108256089e-07,3.632108256089e-01,-3.088180275758e-08,-3.088180275758e+01
7.765055328385e-02,3.668612699879e-07,3.668612699879e-01,-3.086185536062e-08,-3.086185536062e+01
7.770519828968e-02,3.705240485718e-07,3.705240485718e-01,-3.084170814810e-08,-3.084170814810e+01
7.775984329551e-02,3.741991849142e-07,3.741991849142e-01,-3.082136044539e-08,-3.082136044539e+01
7.781448830133e-02,3.778867024610e-07,3.778867024610e-01,-3.080081157654e-08,-3.080081157654e+01
7.786913330716e-02,3.815866245492e-07,3.815866245492e-01,-3.078006086435e-08,-3.078006086435e+01
7.792377831299e-02,3.852989744052e-07,3.852989744052e-01,-3.075910763034e-08,-3.075910763034e+01
7.797842331882e-02,3.890237751427e-07,3.890237751427e-01,-3.073795119475e-08,-3.073795119475e+01
7.803306832465e-02,3.927610497619e-07,3.927610497619e-01,-3.071659087660e-08,-3.071659087660e+01
7.808771333048e-02,3.965108211479e-07,3.965108211479e-01,-3.069502599360e-08,-3.069502599360e+01
7.814235833631e-02,4.002731120689e-07,4.002731120689e-01,-3.067325586227e-08,-3.067325586227e+01
7.819700334214e-02,4.040479451741e-07,4.040479451741e-01,-3.065127979783e-08,-3.065127979783e+01
7.825164834797e-02,4.078353429935e-07,4.078353429935e-01,-3.062909711433e-08,-3.062909711433e+01
7.830629335380e-02,4.116353279355e-07,4.116353279355e-01,-3.060670712453e-08,-3.060670712453e+01
7.836093835963e-02,4.154479222843e-07,4.154479222843e-01,-3.058410914002e-08,-3.058410914002e+01
7.841558336546e-02,4.192731482009e-07,4.192731482009e-01,-3.056130247114e-08,-3.056130247114e+01
7.847022837129e-02,4.231110277194e-07,4.231110277194e-01,-3.053828642703e-08,-3.053828642703e+01
7.852487337712e-02,4.269615827456e-07,4.269615827456e-01,-3.051506031566e-08,-3.051506031566e+01
7.857951838295e-02,4.308248350565e-07,4.308248350565e-01,-3.049162344375e-08,-3.049162344375e+01
7.863416338878e-02,4.347008062972e-07,4.347008062972e-01,-3.046797511690e-08,-3.046797511690e+01
7.868880839461e-02,4.385895179812e-07,4.385895179812e-01,-3.044411463947e-08,-3.044411463947e+01
7.874345340044e-02,4.424909914865e-07,4.424909914865e-01,-3.042004131468e-08,-3.042004131468e+01
7.879809840627e-02,4.464052480561e-07,4.464052480561e-01,-3.039575444458e-08,-3.039575444458e+01
7.885274341210e-02,4.503323087946e-07,4.503323087946e-01,-3.037125333007e-08,-3.037125333007e+01
7.890738841793e-02,4.542721946681e-07,4.542721946681e-01,-3.034653727089e-08,-3.034653727089e+01
7.896203342376e-02,4.582249265011e-07,4.582249265011e-01,-3.032160556563e-08,-3.032160556563e+01
7.901667842959e-02,4.621905249762e-07,4.621905249762e-01,-3.029645751178e-08,-3.029645751178e+01
7.907132343542e-02,4.661690106316e-07,4.661690106316e-01,-3.027109240566e-08,-3.027109240566e+01
7.912596844124e-02,4.701604038592e-07,4.701604038592e-01,-3.024550954251e-08,-3.024550954251e+01
7.918061344707e-02,4.741647249041e-07,4.741647249041e-01,-3.021970821642e-08,-3.021970821642e+01
7.923525845290e-02,4.781819938616e-07,4.781819938616e-01,-3.019368772043e-08,-3.019368772043e+01
7.928990345873e-02,4.822122306765e-07,4.822122306765e-01,-3.016744734643e-08,-3.016744734643e+01
7.934454846456e-02,4.862554551403e-07,4.862554551403e-01,-3.014098638526e-08,-3.014098638526e+01
7.939919347039e-02,4.903116868912e-07,4.903116868912e-01,-3.011430412667e-08,-3.011430412667e+01
7.945383847622e-02,4.943809454110e-07,4.943809454110e-01,-3.008739985936e-08,-3.008739985936e+01
7.950848348205e-02,4.984632500235e-07,4.984632500235e-01,-3.006027287093e-08,-3.006027287093e+01
7.956312848788e-02,5.025586198934e-07,5.025586198934e-01,-3.003292244797e-08,-3.003292244797e+01
7.961777349371e-02,5.066670740243e-07,5.066670740243e-01,-3.000534787601e-08,-3.000534787601e+01
7.967241849954e-02,5.107886312570e-07,5.107886312570e-01,-2.997754843954e-08,-2.997754843954e+01
7.972706350537e-02,5.149233102673e-07,5.149233102673e-01,-2.994952342202e-08,-2.994952342202e+01
7.978170851120e-02,5.190711295652e-07,5.190711295652e-01,-2.992127210593e-08,-2.992127210593e+01
7.983635351703e-02,5.232321074925e-07,5.232321074925e-01,-2.989279377269e-08,-2.989279377269e+01
7.989099852286e-02,5.274062622208e-07,5.274062622208e-01,-2.986408770277e-08,-2.986408770277e+01
7.994564352869e-02,5.315936117510e-07,5.315936117510e-01,-2.983515317563e-08,-2.983515317563e+01
8.000028853452e-02,5.357941739099e-07,5.357941739099e-01,-2.980598946975e-08,-2.980598946975e+01
8.005493354035e-02,5.400079663495e-07,5.400079663495e-01,-2.977659586263e-08,-2.977659586263e+01
8.010957854618e-02,5.442350065453e-07,5.442350065453e-01,-2.974697163085e-08,-2.974697163085e+01
8.016422355201e-02,5.484753117936e-07,5.484753117936e-01,-2.971711604999e-08,-2.971711604999e+01
8.021886855784e-02,5.527288992110e-07,5.527288992110e-01,-2.968702839472e-08,-2.968702839472e+01
8.027351356367e-02,5.569957857314e-07,5.569957857314e-01,-2.965670793878e-08,-2.965670793878e+01
8.032815856950e-02,5.612759881051e-07,5.612759881051e-01,-2.962615395498e-08,-2.962615395498e+01
8.038280357533e-02,5.655695228966e-07,5.655695228966e-01,-2.959536571522e-08,-2.959536571522e+01
8.043744858115e-02,5.698764064827e-07,5.698764064827e-01,-2.956434249051e-08,-2.956434249051e+01
8.049209358698e-02,5.741966550513e-07,5.741966550513e-01,-2.953308355096e-08,-2.953308355096e+01
8.054673859281e-02,5.785302845989e-07,5.785302845989e-01,-2.950158816579e-08,-2.950158816579e+01
8.060138359864e-02,5.828773109289e-07,5.828773109289e-01,-2.946985560337e-08,-2.946985560337e+01
8.065602860447e-02,5.872377496508e-07,5.872377496508e-01,-2.943788513122e-08,-2.943788513122e+01
8.071067361030e-02,5.916116161765e-07,5.916116161765e-01,-2.940567601598e-08,-2.940567601598e+01
8.076531861613e-02,5.959989257202e-07,5.959989257202e-01,-2.937322752349e-08,-2.937322752349e+01
8.081996362196e-02,6.003996932960e-07,6.003996932960e-01,-2.934053891874e-08,-2.934053891874e+01
8.087460862779e-02,6.048139337155e-07,6.048139337155e-01,-2.930760946590e-08,-2.930760946590e+01
8.092925363362e-02,6.092416615870e-07,6.092416615870e-01,-2.927443842836e-08,-2.927443842836e+01
8.098389863945e-02,6.136828913130e-07,6.136828913130e-01,-2.924102506870e-08,-2.924102506870e+01
8.103854364528e-02,6.181376370886e-07,6.181376370886e-01,-2.920736864872e-08,-2.920736864872e+01
8.109318865111e-02,6.226059128989e-07,6.226059128989e-01,-2.917346842946e-08,-2.917346842946e+01
8.114783365694e-02,6.270877325190e-07,6.270877325190e-01,-2.913932367119e-08,-2.913932367119e+01
8.120247866277e-02,6.315831095102e-07,6.315831095102e-01,-2.910493363344e-08,-2.910493363344e+01
8.125712366860e-02,6.360920572189e-07,6.360920572189e-01,-2.907029757500e-08,-2.907029757500e+01
8.131176867443e-02,6.406145887754e-07,6.406145887754e-01,-2.903541475394e-08,-2.903541475394e+01
8.136641368026e-02,6.451507170909e-07,6.451507170909e-01,-2.900028442762e-08,-2.900028442762e+01
8.142105868609e-02,6.497004548567e-07,6.497004548567e-01,-2.896490585270e-08,-2.896490585270e+01
8.147570369192e-02,6.542638145413e-07,6.542638145413e-01,-2.892927828515e-08,-2.892927828515e+01
8.153034869775e-02,6.588408083895e-07,6.588408083895e-01,-2.889340098026e-08,-2.889340098026e+01
8.158499370358e-02,6.634314484198e-07,6.634314484198e-01,-2.885727319267e-08,-2.885727319267e+01
8.163963870941e-02,6.680357464233e-07,6.680357464233e-01,-2.882089417636e-08,-2.882089417636e+01
8.169428371524e-02,6.726537139609e-07,6.726537139609e-01,-2.878426318467e-08,-2.878426318467e+01
8.174892872107e-02,6.772853623621e-07,6.772853623621e-01,-2.874737947032e-08,-2.874737947032e+01
8.180357372689e-02,6.819307027234e-07,6.819307027234e-01,-2.871024228543e-08,-2.871024228543e+01
8.185821873272e-02,6.865897459051e-07,6.865897459051e-01,-2.867285088148e-08,-2.867285088148e+01
8.191286373855e-02,6.912625025312e-07,6.912625025312e-01,-2.863520450941e-08,-2.863520450941e+01
8.196750874438e-02,6.959489829861e-07,6.959489829861e-01,-2.859730241955e-08,-2.859730241955e+01
8.202215375021e-02,7.006491974137e-07,7.006491974137e-01,-2.855914386170e-08,-2.855914386170e+01
8.207679875604e-02,7.053631557143e-07,7.053631557143e-01,-2.852072808508e-08,-2.852072808508e+01
8.213144376187e-02,7.100908675446e-07,7.100908675446e-01,-2.848205433840e-08,-2.848205433840e+01
8.218608876770e-02,7.148323423138e-07,7.148323423138e-01,-2.844312186985e-08,-2.844312186985e+01
8.224073377353e-02,7.195875891834e-07,7.195875891834e-01,-2.840392992709e-08,-2.840392992709e+01
8.229537877936e-02,7.243566170639e-07,7.243566170639e-01,-2.836447775730e-08,-2.836447775730e+01
8.235002378519e-02,7.291394346140e-07,7.291394346140e-01,-2.832476460720e-08,-2.832476460720e+01
8.240466879102e-02,7.339360502388e-07,7.339360502388e-01,-2.828478972300e-08,-2.828478972300e+01
8.245931379685e-02,7.387464720860e-07,7.387464720860e-01,-2.824455235049e-08,-2.824455235049e+01
8.251395880268e-02,7.435707080470e-07,7.435707080470e-01,-2.820405173501e-08,-2.820405173501e+01
8.256860380851e-02,7.484087657526e-07,7.484087657526e-01,-2.816328712149e-08,-2.816328712149e+01
8.262324881434e-02,7.532606525726e-07,7.532606525726e-01,-2.812225775443e-08,-2.812225775443e+01
8.267789382017e-02,7.581263756123e-07,7.581263756123e-01,-2.808096287795e-08,-2.808096287795e+01
8.273253882600e-02,7.630059417129e-07,7.630059417129e-01,-2.803940173577e-08,-2.803940173577e+01
8.278718383183e-02,7.678993574475e-07,7.678993574475e-01,-2.799757357127e-08,-2.799757357127e+01
8.284182883766e-02,7.728066291206e-07,7.728066291206e-01,-2.795547762746e-08,-2.795547762746e+01
8.289647384349e-02,7.777277627654e-07,7.777277627654e-01,-2.791311314702e-08,-2.791311314702e+01
8.295111884932e-02,7.826627641422e-07,7.826627641422e-01,-2.787047937230e-08,-2.787047937230e+01
8.300576385515e-02,7.876116387366e-07,7.876116387366e-01,-2.782757554535e-08,-2.782757554535e+01
8.306040886098e-02,7.925743917579e-07,7.925743917579e-01,-2.778440090793e-08,-2.778440090793e+01
8.311505386680e-02,7.975510281364e-07,7.975510281364e-01,-2.774095470152e-08,-2.774095470152e+01
8.316969887263e-02,8.025415525227e-07,8.025415525227e-01,-2.769723616732e-08,-2.769723616732e+01
8.322434387846e-02,8.075459692846e-07,8.075459692846e-01,-2.765324454631e-08,-2.765324454631e+01
8.327898888429e-02,8.125642825058e-07,8.125642825058e-01,-2.760897907923e-08,-2.760897907923e+01
8.333363389012e-02,8.175964959847e-07,8.175964959847e-01,-2.756443900661e-08,-2.756443900661e+01
8.338827889595e-02,8.226426132310e-07,8.226426132310e-01,-2.751962356877e-08,-2.751962356877e+01
8.344292390178e-02,8.277026374654e-07,8.277026374654e-01,-2.747453200584e-08,-2.747453200584e+01
8.349756890761e-02,8.327765716166e-07,8.327765716166e-01,-2.742916355781e-08,-2.742916355781e+01
8.355221391344e-02,8.378644183205e-07,8.378644183205e-01,-2.738351746449e-08,-2.738351746449e+01
8.360685891927e-02,8.429661799172e-07,8.429661799172e-01,-2.733759296558e-08,-2.733759296558e+01
8.366150392510e-02,8.480818584500e-07,8.480818584500e-01,-2.729138930062e-08,-2.729138930062e+01
8.371614893093e-02,8.532114556628e-07,8.532114556628e-01,-2.724490570908e-08,-2.724490570908e+01
8.377079393676e-02,8.583549729998e-07,8.583549729998e-01,-2.719814143035e-08,-2.719814143035e+01
8.382543894259e-02,8.635124116013e-07,8.635124116013e-01,-2.715109570371e-08,-2.715109570371e+01
8.388008394842e-02,8.686837723042e-07,8.686837723042e-01,-2.710376776843e-08,-2.710376776843e+01
8.393472895425e-02,8.738690556383e-07,8.738690556383e-01,-2.705615686371e-08,-2.705615686371e+01
8.398937396008e-02,8.790682618260e-07,8.790682618260e-01,-2.700826222874e-08,-2.700826222874e+01
8.404401896591e-02,8.842813907792e-07,8.842813907792e-01,-2.696008310272e-08,-2.696008310272e+01
8.409866397174e-02,8.895084420985e-07,8.895084420985e-01,-2.691161872484e-08,-2.691161872484e+01
8.415330897757e-02,8.947494150705e-07,8.947494150705e-01,-2.686286833433e-08,-2.686286833433e+01
8.420795398340e-02,9.000043086673e-07,9.000043086673e-01,-2.681383117049e-08,-2.681383117049e+01
8.426259898923e-02,9.052731215424e-07,9.052731215424e-01,-2.676450647264e-08,-2.676450647264e+01
8.431724399506e-02,9.105558520318e-07,9.105558520318e-01,-2.671489348021e-08,-2.671489348021e+01
8.437188900089e-02,9.158524981500e-07,9.158524981500e-01,-2.666499143274e-08,-2.666499143274e+01
8.442653400671e-02,9.211630575889e-07,9.211630575889e-01,-2.661479956987e-08,-2.661479956987e+01
8.448117901254e-02,9.264875277165e-07,9.264875277165e-01,-2.656431713137e-08,-2.656431713137e+01
8.453582401837e-02,9.318259055740e-07,9.318259055740e-01,-2.651354335717e-08,-2.651354335717e+01
8.459046902420e-02,9.371781878757e-07,9.371781878757e-01,-2.646247748738e-08,-2.646247748738e+01
8.464511403003e-02,9.425443710053e-07,9.425443710053e-01,-2.641111876229e-08,-2.641111876229e+01
8.469975903586e-02,9.479244510159e-07,9.479244510159e-01,-2.635946642239e-08,-2.635946642239e+01
8.475440404169e-02,9.533184236268e-07,9.533184236268e-01,-2.630751970840e-08,-2.630751970840e+01
