time_s,Q_analytical_nC,Isrc_analytical_uA,Iload_analytical_uA,Q_empirical_nC,Isrc_empirical_uA,Iload_empirical_uA
1.934394085106e-01,-3.105180764517e+02,4.440759966110e+00,-1.807877597932e+00,1.242725360766e+02,1.622671682320e+00,1.783563612978e+00
1.935781742269e-01,-3.098957932766e+02,4.527823015959e+00,-1.800100563221e+00,1.244994243798e+02,1.647405237623e+00,1.783380037926e+00
1.937169399432e-01,-3.092614632435e+02,4.614387619187e+00,-1.792225840119e+00,1.247297428122e+02,1.672111334509e+00,1.783227243135e+00
1.938557056595e-01,-3.086151556701e+02,4.700451632748e+00,-1.784254166766e+00,1.249634878339e+02,1.696810787561e+00,1.783105169489e+00
1.939944713757e-01,-3.079569401681e+02,4.786012960321e+00,-1.776186283007e+00,1.252006611409e+02,1.721532270669e+00,1.783013788523e+00
1.941332370920e-01,-3.072868866369e+02,4.871069552120e+00,-1.768022930338e+00,1.254412671513e+02,1.746285321604e+00,1.782953095426e+00
1.942720028083e-01,-3.066050652571e+02,4.955619404701e+00,-1.759764851840e+00,1.256853102079e+02,1.771069304038e+00,1.782923090891e+00
1.944107685246e-01,-3.059115464842e+02,5.039660560761e+00,-1.751412792128e+00,1.259327945524e+02,1.795883489853e+00,1.782923774770e+00
1.945495342409e-01,-3.052064010419e+02,5.123191108943e+00,-1.742967497282e+00,1.261837243256e+02,1.820727153298e+00,1.782955146014e+00
1.946882999572e-01,-3.044896999163e+02,5.206209183632e+00,-1.734429714797e+00,1.264381035676e+02,1.845599570977e+00,1.783017202681e+00
1.948270656735e-01,-3.037615143489e+02,5.288712964756e+00,-1.725800193523e+00,1.266959362185e+02,1.870500021858e+00,1.783109941938e+00
1.949658313898e-01,-3.030219158307e+02,5.370700677578e+00,-1.717079683604e+00,1.269572261183e+02,1.895427787263e+00,1.783233360066e+00
1.951045971061e-01,-3.022709760959e+02,5.452170592487e+00,-1.708268936422e+00,1.272219770076e+02,1.920382150868e+00,1.783387452465e+00
1.952433628224e-01,-3.015087671155e+02,5.533121024790e+00,-1.699368704541e+00,1.274901925278e+02,1.945362398698e+00,1.783572213656e+00
1.953821285387e-01,-3.007353610912e+02,5.613550334504e+00,-1.690379741651e+00,1.277618762211e+02,1.970367819127e+00,1.783787637284e+00
1.955208942550e-01,-2.999508304492e+02,5.693456926136e+00,-1.681302802508e+00,1.280370315313e+02,1.995397702876e+00,1.784033716127e+00
1.956596599712e-01,-2.991552478341e+02,5.772839248474e+00,-1.672138642881e+00,1.283156618041e+02,2.020451343006e+00,1.784310442094e+00
1.957984256875e-01,-2.983486861025e+02,5.851695794362e+00,-1.662888019494e+00,1.285977702870e+02,2.045528034919e+00,1.784617806233e+00
1.959371914038e-01,-2.975312183173e+02,5.930025100490e+00,-1.653551689972e+00,1.288833601300e+02,2.070627076353e+00,1.784955798733e+00
1.960759571201e-01,-2.967029177412e+02,6.007825747164e+00,-1.644130412784e+00,1.291724343859e+02,2.095747767383e+00,1.785324408930e+00
1.962147228364e-01,-2.958638578310e+02,6.085096358093e+00,-1.634624947192e+00,1.294649960102e+02,2.120889410415e+00,1.785723625307e+00
1.963534885527e-01,-2.950141122315e+02,6.161835600153e+00,-1.625036053192e+00,1.297610478623e+02,2.146051310181e+00,1.786153435503e+00
1.964922542690e-01,-2.941537547695e+02,6.238042183170e+00,-1.615364491463e+00,1.300605927048e+02,2.171232773743e+00,1.786613826313e+00
1.966310199853e-01,-2.932828594479e+02,6.313714859690e+00,-1.605611023309e+00,1.303636332044e+02,2.196433110486e+00,1.787104783693e+00
1.967697857016e-01,-2.924015004396e+02,6.388852424744e+00,-1.595776410614e+00,1.306701719325e+02,2.221651632116e+00,1.787626292765e+00
1.969085514179e-01,-2.915097520819e+02,6.463453715624e+00,-1.585861415778e+00,1.309802113646e+02,2.246887652657e+00,1.788178337821e+00
1.970473171342e-01,-2.906076888704e+02,6.537517611645e+00,-1.575866801675e+00,1.312937538816e+02,2.272140488447e+00,1.788760902323e+00
1.971860828505e-01,-2.896953854536e+02,6.611043033919e+00,-1.565793331590e+00,1.316108017694e+02,2.297409458141e+00,1.789373968913e+00
1.973248485667e-01,-2.887729166264e+02,6.684028945101e+00,-1.555641769176e+00,1.319313572197e+02,2.322693882700e+00,1.790017519412e+00
1.974636142830e-01,-2.878403573250e+02,6.756474349174e+00,-1.545412878399e+00,1.322554223301e+02,2.347993085396e+00,1.790691534827e+00
1.976023799993e-01,-2.868977826210e+02,6.828378291200e+00,-1.535107423485e+00,1.325829991044e+02,2.373306391805e+00,1.791395995351e+00
1.977411457156e-01,-2.859452677156e+02,6.899739857071e+00,-1.524726168869e+00,1.329140894530e+02,2.398633129803e+00,1.792130880372e+00
1.978799114319e-01,-2.849828879340e+02,6.970558173284e+00,-1.514269879150e+00,1.332486951932e+02,2.423972629567e+00,1.792896168472e+00
1.980186771482e-01,-2.840107187199e+02,7.040832406696e+00,-1.503739319033e+00,1.335868180494e+02,2.449324223574e+00,1.793691837436e+00
1.981574428645e-01,-2.830288356296e+02,7.110561764262e+00,-1.493135253285e+00,1.339284596538e+02,2.474687246590e+00,1.794517864249e+00
1.982962085808e-01,-2.820373143270e+02,7.179745492805e+00,-1.482458446682e+00,1.342736215462e+02,2.500061035674e+00,1.795374225106e+00
1.984349742971e-01,-2.810362305774e+02,7.248382878778e+00,-1.471709663962e+00,1.346223051746e+02,2.525444930177e+00,1.796260895413e+00
1.985737400134e-01,-2.800256602427e+02,7.316473247995e+00,-1.460889669774e+00,1.349745118955e+02,2.550838271732e+00,1.797177849792e+00
1.987125057297e-01,-2.790056792755e+02,7.384015965391e+00,-1.449999228634e+00,1.353302429744e+02,2.576240404256e+00,1.798125062083e+00
1.988512714460e-01,-2.779763637136e+02,7.451010434783e+00,-1.439039104870e+00,1.356894995856e+02,2.601650713861e+00,1.799102505373e+00
1.989900371622e-01,-2.769377896753e+02,7.517456098603e+00,-1.428010062581e+00,1.360522828241e+02,2.627082824140e+00,1.800110160823e+00
1.991288028785e-01,-2.758900333532e+02,7.583352437652e+00,-1.416912865587e+00,1.364185976453e+02,2.652585385590e+00,1.801148048103e+00
1.992675685948e-01,-2.748331710095e+02,7.648698970848e+00,-1.405748277382e+00,1.367884586462e+02,2.678197800734e+00,1.802216241273e+00
1.994063343111e-01,-2.737672789704e+02,7.713495254974e+00,-1.394517061085e+00,1.371618817177e+02,2.703924021995e+00,1.803314841097e+00
1.995451000274e-01,-2.726924336212e+02,7.777740884417e+00,-1.383219979400e+00,1.375388825536e+02,2.729762632427e+00,1.804443949779e+00
1.996838657437e-01,-2.716087114005e+02,7.841435490913e+00,-1.371857794564e+00,1.379194766517e+02,2.755712219652e+00,1.805603667649e+00
1.998226314600e-01,-2.705161887959e+02,7.904578743301e+00,-1.360431268306e+00,1.383036793138e+02,2.781771375852e+00,1.806794093171e+00
1.999613971763e-01,-2.694149423379e+02,7.967170347244e+00,-1.348941161799e+00,1.386915056467e+02,2.807938697762e+00,1.808015322948e+00
2.001001628926e-01,-2.683050485957e+02,8.029210044994e+00,-1.337388235615e+00,1.390829705631e+02,2.834212786666e+00,1.809267451734e+00
2.002389286089e-01,-2.671865841716e+02,8.090697615117e+00,-1.325773249686e+00,1.394780887817e+02,2.860592248395e+00,1.810550572440e+00
2.003776943252e-01,-2.660596256960e+02,8.151632872239e+00,-1.314096963252e+00,1.398768748279e+02,2.887075693316e+00,1.811864776140e+00
2.005164600415e-01,-2.649242498227e+02,8.212015666781e+00,-1.302360134823e+00,1.402793430348e+02,2.913661736327e+00,1.813210152081e+00
2.006552257577e-01,-2.637805332236e+02,8.271845884702e+00,-1.290563522137e+00,1.406855075436e+02,2.940348996857e+00,1.814586787693e+00
2.007939914740e-01,-2.626285525842e+02,8.331123447238e+00,-1.278707882110e+00,1.410953823042e+02,2.967136098856e+00,1.815994768592e+00
2.009327571903e-01,-2.614683845983e+02,8.389848310632e+00,-1.266793970801e+00,1.415089810758e+02,2.994021670790e+00,1.817434178590e+00
2.010715229066e-01,-2.603001059634e+02,8.448020465877e+00,-1.254822543367e+00,1.419263174277e+02,3.021004345636e+00,1.818905099704e+00
2.012102886229e-01,-2.591237933759e+02,8.505639938449e+00,-1.242794354022e+00,1.423474047397e+02,3.048082760877e+00,1.820407612163e+00
2.013490543392e-01,-2.579395235262e+02,8.562706788045e+00,-1.230710155992e+00,1.427722562029e+02,3.075255558499e+00,1.821941794415e+00
2.014878200555e-01,-2.567473730942e+02,8.619221108313e+00,-1.218570701482e+00,1.432008848204e+02,3.102521384978e+00,1.823507723134e+00
2.016265857718e-01,-2.555474187443e+02,8.675183026592e+00,-1.206376741627e+00,1.436333034075e+02,3.129878891283e+00,1.825105473233e+00
2.017653514881e-01,-2.543397371209e+02,8.730592703644e+00,-1.194129026456e+00,1.440695245929e+02,3.157326732867e+00,1.826735117863e+00
2.019041172044e-01,-2.531244048440e+02,8.785450333385e+00,-1.181828304854e+00,1.445095608188e+02,3.184863569661e+00,1.828396728430e+00
2.020428829207e-01,-2.519014985040e+02,8.839756142620e+00,-1.169475324518e+00,1.449534243420e+02,3.212488066068e+00,1.830090374594e+00
2.021816486370e-01,-2.506710946580e+02,8.893510390782e+00,-1.157070831923e+00,1.454011272340e+02,3.240198890961e+00,1.831816124284e+00
2.023204143532e-01,-2.494332698246e+02,8.946713369650e+00,-1.144615572276e+00,1.458526813821e+02,3.267994717675e+00,1.833574043701e+00
2.024591800695e-01,-2.481881004796e+02,8.999365403090e+00,-1.132110289489e+00,1.463080984897e+02,3.295874224000e+00,1.835364197328e+00
2.025979457858e-01,-2.469356630519e+02,9.051466846792e+00,-1.119555726128e+00,1.467673900771e+02,3.323836092180e+00,1.837186647936e+00
2.027367115021e-01,-2.456760339186e+02,9.103018087993e+00,-1.106952623387e+00,1.472305674820e+02,3.351879008906e+00,1.839041456593e+00
2.028754772184e-01,-2.444092894011e+02,9.154019545209e+00,-1.094301721044e+00,1.476976418602e+02,3.380001665305e+00,1.840928682672e+00
2.030142429347e-01,-2.431355057604e+02,9.204471667968e+00,-1.081603757426e+00,1.481686241863e+02,3.408202756943e+00,1.842848383855e+00
2.031530086510e-01,-2.418547591929e+02,9.254374936541e+00,-1.068859469373e+00,1.486435252539e+02,3.436480983816e+00,1.844800616145e+00
2.032917743673e-01,-2.405671258266e+02,9.303729861673e+00,-1.056069592202e+00,1.491223556768e+02,3.464835050344e+00,1.846785433872e+00
2.034305400836e-01,-2.392726817161e+02,9.352536984316e+00,-1.043234859671e+00,1.496051258891e+02,3.493263665365e+00,1.848802889699e+00
2.035693057999e-01,-2.379715028390e+02,9.400796875348e+00,-1.030356003945e+00,1.500918461462e+02,3.521765542130e+00,1.850853034632e+00
2.037080715162e-01,-2.366636650918e+02,9.448510135315e+00,-1.017433755559e+00,1.505825265252e+02,3.550339398301e+00,1.852935918025e+00
2.038468372325e-01,-2.353492442854e+02,9.495677394163e+00,-1.004468843384e+00,1.510771769256e+02,3.578983955941e+00,1.855051587591e+00
2.039856029487e-01,-2.340283161413e+02,9.542299310958e+00,-9.914619945957e-01,1.515758070697e+02,3.607697941510e+00,1.857200089405e+00
2.041243686650e-01,-2.327009562875e+02,9.588376573617e+00,-9.784139346366e-01,1.520784265036e+02,3.636480085860e+00,1.859381467914e+00
2.042631343813e-01,-2.313672402546e+02,9.633909898653e+00,-9.653253871857e-01,1.525850445975e+02,3.665329124232e+00,1.861595765944e+00
2.044019000976e-01,-2.300272434719e+02,9.678900030888e+00,-9.521970741240e-01,1.530956705464e+02,3.694211099443e+00,1.863843004504e+00
2.045406658139e-01,-2.286810412632e+02,9.723347743185e+00,-9.390297155025e-01,1.536103042962e+02,3.722878558371e+00,1.866123030663e+00
2.046794315302e-01,-2.273287088433e+02,9.767253836193e+00,-9.258240295098e-01,1.541288863660e+02,3.751032723325e+00,1.868435354115e+00
2.048181972465e-01,-2.259703213137e+02,9.810619138065e+00,-9.125807324403e-01,1.546513337816e+02,3.778590556580e+00,1.870779249199e+00
2.049569629628e-01,-2.246059536593e+02,9.853444504183e+00,-8.993005386625e-01,1.551775640163e+02,3.805555514289e+00,1.873153941973e+00
2.050957286791e-01,-2.232356807445e+02,9.895730816909e+00,-8.859841605881e-01,1.557074950552e+02,3.831931277762e+00,1.875558663859e+00
2.052344943954e-01,-2.218595773093e+02,9.937478985299e+00,-8.726323086412e-01,1.562410453934e+02,3.857721517306e+00,1.877992651773e+00
2.053732601117e-01,-2.204777179655e+02,9.978689944836e+00,-8.592456912280e-01,1.567781340344e+02,3.882929892235e+00,1.880455148106e+00
2.055120258280e-01,-2.190901771936e+02,1.001936465716e+01,-8.458250147066e-01,1.573186804890e+02,3.907560050889e+00,1.882945400700e+00
2.056507915442e-01,-2.176970293386e+02,1.005950410983e+01,-8.323709833574e-01,1.578626047733e+02,3.931615630649e+00,1.885462662828e+00
2.057895572605e-01,-2.162983486069e+02,1.009910931599e+01,-8.188842993542e-01,1.584098274073e+02,3.955100257944e+00,1.888006193176e+00
2.059283229768e-01,-2.148942090623e+02,1.013818131417e+01,-8.053656627345e-01,1.589602694139e+02,3.978017548267e+00,1.890575255823e+00
2.060670886931e-01,-2.134846846230e+02,1.017672116798e+01,-7.918157713720e-01,1.595138523164e+02,4.000371106195e+00,1.893169120217e+00
2.062058544094e-01,-2.120698490576e+02,1.021472996586e+01,-7.782353209474e-01,1.600704981378e+02,4.022164525395e+00,1.895787061160e+00
2.063446201257e-01,-2.106497759821e+02,1.025220882078e+01,-7.646250049215e-01,1.606301293992e+02,4.043401388640e+00,1.898428358783e+00
2.064833858420e-01,-2.092245388564e+02,1.028915887003e+01,-7.509855145072e-01,1.611926691177e+02,4.064085267824e+00,1.901092298530e+00
2.066221515583e-01,-2.077942109808e+02,1.032558127491e+01,-7.373175386423e-01,1.617580408057e+02,4.084219723976e+00,1.903778171136e+00
2.067609172746e-01,-2.063588654929e+02,1.036147722046e+01,-7.236217639635e-01,1.623261684687e+02,4.103808307272e+00,1.906485272605e+00
2.068996829909e-01,-2.049185753641e+02,1.039684791524e+01,-7.098988747793e-01,1.628969766043e+02,4.122854557048e+00,1.909212904196e+00
2.070384487072e-01,-2.034734133967e+02,1.043169459101e+01,-6.961495530443e-01,1.634703902003e+02,4.141362001816e+00,1.911960372398e+00
2.071772144235e-01,-2.020234522200e+02,1.046601850251e+01,-6.823744783338e-01,1.640463347335e+02,4.159334159279e+00,1.914726988911e+00
2.073159801397e-01,-2.005687642882e+02,1.049982092718e+01,-6.685743278182e-01,1.646247361681e+02,4.176774536340e+00,1.917512070627e+00
2.074547458560e-01,-1.991094218762e+02,1.053310316487e+01,-6.547497762379e-01,1.652055209541e+02,4.193686629119e+00,1.920314939611e+00
2.075935115723e-01,-1.976454970773e+02,1.056586653762e+01,-6.409014958794e-01,1.657886160261e+02,4.210073922966e+00,1.923134923081e+00
2.077322772886e-01,-1.961770617996e+02,1.059811238938e+01,-6.270301565505e-01,1.663739488012e+02,4.225939892475e+00,1.925971353385e+00
2.078710430049e-01,-1.947041877632e+02,1.062984208575e+01,-6.131364255567e-01,1.669614471784e+02,4.241288001498e+00,1.928823567986e+00
2.080098087212e-01,-1.932269464974e+02,1.066105701369e+01,-5.992209676776e-01,1.675510395363e+02,4.256121703157e+00,1.931690909442e+00
2.081485744375e-01,-1.917454093373e+02,1.069175858132e+01,-5.852844451439e-01,1.681426547319e+02,4.270444439860e+00,1.934572725381e+00
2.082873401538e-01,-1.902596474215e+02,1.072194821759e+01,-5.713275176145e-01,1.687362220995e+02,4.284259643313e+00,1.937468368490e+00
2.084261058701e-01,-1.887697316884e+02,1.075162737209e+01,-5.573508421538e-01,1.693316714483e+02,4.297570734535e+00,1.940377196488e+00
2.085648715864e-01,-1.872757328743e+02,1.078079751474e+01,-5.433550732103e-01,1.699289330620e+02,4.310381123870e+00,1.943298572110e+00
2.087036373027e-01,-1.857777215098e+02,1.080946013553e+01,-5.293408625939e-01,1.705279376966e+02,4.322694211003e+00,1.946231863088e+00
2.088424030190e-01,-1.842757679174e+02,1.083761674432e+01,-5.153088594554e-01,1.711286165790e+02,4.334513384972e+00,1.949176442131e+00
2.089811687352e-01,-1.827699422089e+02,1.086526887050e+01,-5.012597102648e-01,1.717309014059e+02,4.345842024182e+00,1.952131686904e+00
2.091199344515e-01,-1.812603142824e+02,1.089241806282e+01,-4.871940587908e-01,1.723347243418e+02,4.356683496419e+00,1.955096980012e+00
2.092587001678e-01,-1.797469538197e+02,1.091906588907e+01,-4.731125460805e-01,1.729400180180e+02,4.367041158866e+00,1.958071708978e+00
2.093974658841e-01,-1.782299302837e+02,1.094521393584e+01,-4.590158104394e-01,1.735467155308e+02,4.376918358110e+00,1.961055266226e+00
2.095362316004e-01,-1.767093129161e+02,1.097086380829e+01,-4.449044874112e-01,1.741547504402e+02,4.386318430163e+00,1.964047049060e+00
2.096749973167e-01,-1.751851707343e+02,1.099601712987e+01,-4.307792097592e-01,1.747640567684e+02,4.395244700476e+00,1.967046459644e+00
2.098137630330e-01,-1.736575725294e+02,1.102067554209e+01,-4.166406074467e-01,1.753745689985e+02,4.403700483940e+00,1.970052904989e+00
2.099525287493e-01,-1.721265868631e+02,1.104484070424e+01,-4.024893076187e-01,1.759862220724e+02,4.411689084918e+00,1.973065796925e+00
2.100912944656e-01,-1.705922820661e+02,1.106851429317e+01,-3.883259345829e-01,1.765989513903e+02,4.419211518053e+00,1.976084550681e+00
2.102300601819e-01,-1.690547262348e+02,1.109169800302e+01,-3.741511097927e-01,1.772126921759e+02,4.426214539719e+00,1.979108549930e+00
2.103688258982e-01,-1.675139872295e+02,1.111439354497e+01,-3.599654518285e-01,1.778273650524e+02,4.432592357765e+00,1.982137080825e+00
2.105075916145e-01,-1.659701326719e+02,1.113660264701e+01,-3.457695763808e-01,1.784428758830e+02,4.438291808206e+00,1.985169332166e+00
2.106463573307e-01,-1.644232299428e+02,1.115832705368e+01,-3.315640962335e-01,1.790591305362e+02,4.443315427182e+00,1.988204462469e+00
2.107851230470e-01,-1.628733461795e+02,1.117956852582e+01,-3.173496212462e-01,1.796760355790e+02,4.447668239918e+00,1.991241635963e+00
2.109238887633e-01,-1.613205482741e+02,1.120032884031e+01,-3.031267583390e-01,1.802934982745e+02,4.451355255333e+00,1.994280024112e+00
2.110626544796e-01,-1.597649028710e+02,1.122060978989e+01,-2.888961114755e-01,1.809114265799e+02,4.454381466064e+00,1.997318805582e+00
2.112014201959e-01,-1.582064763647e+02,1.124041318283e+01,-2.746582816475e-01,1.815297291440e+02,4.456751848482e+00,2.000357166217e+00
2.113401859122e-01,-1.566453348976e+02,1.125974084273e+01,-2.604138668596e-01,1.821483153051e+02,4.458471362717e+00,2.003394299008e+00
2.114789516285e-01,-1.550815443581e+02,1.127859460830e+01,-2.461634621139e-01,1.827670950885e+02,4.459544952684e+00,2.006429404064e+00
2.116177173448e-01,-1.535151703784e+02,1.129697633308e+01,-2.319076593953e-01,1.833859792045e+02,4.459977546093e+00,2.009461688583e+00
2.117564830611e-01,-1.519462783325e+02,1.131488788520e+01,-2.176470476572e-01,1.840048790461e+02,4.459774054481e+00,2.012490366823e+00
2.118952487774e-01,-1.503749333341e+02,1.133233114717e+01,-2.033822128068e-01,1.846237066868e+02,4.458939373229e+00,2.015514660075e+00
2.120340144937e-01,-1.488012002347e+02,1.134930801563e+01,-1.891137376921e-01,1.852423748782e+02,4.457478381582e+00,2.018533796632e+00
2.121727802100e-01,-1.472251436217e+02,1.136582040111e+01,-1.748422020877e-01,1.858607970478e+02,4.455395942674e+00,2.021547011761e+00
2.123115459262e-01,-1.456468278163e+02,1.138187022777e+01,-1.605681826817e-01,1.864788872969e+02,4.452696903548e+00,2.024553547677e+00
2.124503116425e-01,-1.440663168719e+02,1.139745943322e+01,-1.462922530631e-01,1.870965603983e+02,4.449386095176e+00,2.027552653511e+00
2.125890773588e-01,-1.424836745720e+02,1.141258996824e+01,-1.320149837087e-01,1.877137317940e+02,4.445468332482e+00,2.030543585285e+00
2.127278430751e-01,-1.408989644285e+02,1.142726379656e+01,-1.177369419713e-01,1.883303175931e+02,4.440948414363e+00,2.033525605879e+00
2.128666087914e-01,-1.393122496800e+02,1.144148289462e+01,-1.034586920673e-01,1.889462345694e+02,4.435831123709e+00,2.036497985007e+00
2.130053745077e-01,-1.377235932899e+02,1.145524925138e+01,-8.918079506516e-02,1.895614001595e+02,4.430121227430e+00,2.039459999188e+00
2.131441402240e-01,-1.361330579447e+02,1.146856486802e+01,-7.490380887405e-02,1.901757324602e+02,4.423823476469e+00,2.042410931717e+00
2.132829059403e-01,-1.345407060524e+02,1.148143175778e+01,-6.062828823266e-02,1.907891502265e+02,4.416942605830e+00,2.045350072635e+00
2.134216716566e-01,-1.329465997409e+02,1.149385194569e+01,-4.635478469840e-02,1.914015728692e+02,4.409483334596e+00,2.048276718707e+00
2.135604373729e-01,-1.313508008560e+02,1.150582746834e+01,-3.208384663693e-02,1.920129204533e+02,4.401450365953e+00,2.051190173386e+00
2.136992030892e-01,-1.297533709605e+02,1.151736037370e+01,-1.781601921187e-02,1.926231136947e+02,4.392848387207e+00,2.054089746792e+00
2.138379688054e-01,-1.281543713319e+02,1.152845272084e+01,-3.551844374947e-03,1.932320739593e+02,4.383682069812e+00,2.056974755679e+00
2.139767345217e-01,-1.265538629614e+02,1.153910657975e+01,1.070813914372e-02,1.938397232596e+02,4.373956069388e+00,2.059844523412e+00
2.141155002380e-01,-1.249519065521e+02,1.154932403110e+01,2.496339584494e-02,1.944459842533e+02,4.363675025739e+00,2.062698379935e+00
2.142542659543e-01,-1.233485625177e+02,1.155910716599e+01,3.921339346952e-02,1.950507802408e+02,4.352843562879e+00,2.065535661747e+00
2.143930316706e-01,-1.217438909810e+02,1.156845808580e+01,5.345760300707e-02,1.956540351631e+02,4.341466289054e+00,2.068355711870e+00
2.145317973869e-01,-1.201379517724e+02,1.157737890191e+01,6.769549870447e-02,1.962556735995e+02,4.329547796760e+00,2.071157879827e+00
2.146705631032e-01,-1.185308044288e+02,1.158587173549e+01,8.192655807413e-02,1.968556207656e+02,4.317092662766e+00,2.073941521608e+00
2.148093288195e-01,-1.169225081919e+02,1.159393871733e+01,9.615026190196e-02,1.974538025108e+02,4.304105448135e+00,2.076705999649e+00
2.149480945358e-01,-1.153131220073e+02,1.160158198755e+01,1.103660942550e-01,1.980501453166e+02,4.290590698249e+00,2.079450682801e+00
2.150868602521e-01,-1.137027045227e+02,1.160880369547e+01,1.245735424887e-01,1.986445762939e+02,4.276552942824e+00,2.082174946302e+00
2.152256259684e-01,-1.120913140871e+02,1.161560599933e+01,1.387720972543e-01,1.992370231813e+02,4.261996695935e+00,2.084878171754e+00
2.153643916847e-01,-1.104790087493e+02,1.162199106609e+01,1.529612525056e-01,1.998274143426e+02,4.246926456039e+00,2.087559747091e+00
2.155031574009e-01,-1.088658462570e+02,1.162796107126e+01,1.671405055053e-01,2.004156787647e+02,4.231346705993e+00,2.090219066553e+00
2.156419231172e-01,-1.072518840552e+02,1.163351819866e+01,1.813093568317e-01,2.010017460557e+02,4.215261913078e+00,2.092855530663e+00
2.157806888335e-01,-1.056371792854e+02,1.163866464019e+01,1.954673103843e-01,2.015855464422e+02,4.198676529017e+00,2.095468546194e+00
2.159194545498e-01,-1.040217887843e+02,1.164340259568e+01,2.096138733900e-01,2.021670107677e+02,4.181594990005e+00,2.098057526146e+00
2.160582202661e-01,-1.024057690828e+02,1.164773427262e+01,2.237485564085e-01,2.027460704902e+02,4.164021716718e+00,2.100621889718e+00
2.161969859824e-01,-1.007891764052e+02,1.165166188602e+01,2.378708733375e-01,2.033226576801e+02,4.145985003020e+00,2.103161077044e+00
2.163357516987e-01,-9.917206666764e+01,1.165518765815e+01,2.519803414175e-01,2.038967116476e+02,4.127701997521e+00,2.105674680632e+00
2.164745174150e-01,-9.755449547744e+01,1.165831381838e+01,2.660764812370e-01,2.044682247287e+02,4.109454043320e+00,2.108162601557e+00
2.166132831313e-01,-9.593651813212e+01,1.166104260295e+01,2.801588167368e-01,2.050372143154e+02,4.091331631405e+00,2.110624970810e+00
2.167520488476e-01,-9.431818961843e+01,1.166337625478e+01,2.942268752140e-01,2.056036978576e+02,4.073334626687e+00,2.113061975056e+00
2.168908145639e-01,-9.269956461138e+01,1.166531702331e+01,3.082801873262e-01,2.061676927097e+02,4.055462341850e+00,2.115473800223e+00
2.170295802802e-01,-9.108069747341e+01,1.166686716422e+01,3.223182870956e-01,2.067292161311e+02,4.037714091717e+00,2.117860631161e+00
2.171683459964e-01,-8.946164225353e+01,1.166802893930e+01,3.363407119116e-01,2.072882852860e+02,4.020089193252e+00,2.120222651645e+00
2.173071117127e-01,-8.784245268646e+01,1.166880461625e+01,3.503470025348e-01,2.078449172440e+02,4.002586965561e+00,2.122560044381e+00
2.174458774290e-01,-8.622318219185e+01,1.166919646847e+01,3.643367031000e-01,2.083991289805e+02,3.985206729882e+00,2.124872991009e+00
2.175846431453e-01,-8.460388387347e+01,1.166920677486e+01,3.783093611183e-01,2.089509373769e+02,3.967947809583e+00,2.127161672106e+00
2.177234088616e-01,-8.298461051851e+01,1.166883781965e+01,3.922645274805e-01,2.095003592206e+02,3.950809530163e+00,2.129426267190e+00
2.178621745779e-01,-8.136541459680e+01,1.166809189222e+01,4.062017564586e-01,2.100474112056e+02,3.933791219250e+00,2.131666954727e+00
2.180009402942e-01,-7.974634826015e+01,1.166697128687e+01,4.201206057082e-01,2.105921099331e+02,3.916892206589e+00,2.133883912132e+00
2.181397060105e-01,-7.812746334165e+01,1.166547830266e+01,4.340206362707e-01,2.111344719110e+02,3.900111824045e+00,2.136077315773e+00
2.182784717268e-01,-7.650881135504e+01,1.166361524324e+01,4.479014125740e-01,2.116745135549e+02,3.883449405607e+00,2.138247340975e+00
2.184172374431e-01,-7.489044349409e+01,1.166138441665e+01,4.617625024347e-01,2.122122511879e+02,3.866904287372e+00,2.140394162026e+00
2.185560031594e-01,-7.327241063199e+01,1.165878813510e+01,4.756034770587e-01,2.127477010414e+02,3.850475807546e+00,2.142517952178e+00
2.186947688757e-01,-7.165476332077e+01,1.165582871488e+01,4.894239110422e-01,2.132808792549e+02,3.834163306449e+00,2.144618883652e+00
2.188335345919e-01,-7.003755179080e+01,1.165250847608e+01,5.032233823726e-01,2.138118018766e+02,3.817966126503e+00,2.146697127644e+00
2.189723003082e-01,-6.842082595022e+01,1.164882974248e+01,5.170014724288e-01,2.143404848636e+02,3.801883612229e+00,2.148752854325e+00
2.191110660245e-01,-6.680463538445e+01,1.164479484133e+01,5.307577659811e-01,2.148669440820e+02,3.785915110253e+00,2.150786232849e+00
2.192498317408e-01,-6.518902935576e+01,1.164040610321e+01,5.444918511920e-01,2.153911953077e+02,3.770059969292e+00,2.152797431350e+00
2.193885974571e-01,-6.357405680278e+01,1.163566586182e+01,5.582033196151e-01,2.159132542262e+02,3.754317540157e+00,2.154786616957e+00
2.195273631734e-01,-6.195976634007e+01,1.163057645384e+01,5.718917661954e-01,2.164331364330e+02,3.738687175751e+00,2.156753955786e+00
2.196661288897e-01,-6.034620625777e+01,1.162514021872e+01,5.855567892681e-01,2.169508574341e+02,3.723168231063e+00,2.158699612952e+00
2.198048946060e-01,-5.873342452119e+01,1.161935949855e+01,5.991979905582e-01,2.174664326460e+02,3.707760063163e+00,2.160623752568e+00
2.199436603223e-01,-5.712146877044e+01,1.161323663786e+01,6.128149751793e-01,2.179798773961e+02,3.692462031206e+00,2.162526537754e+00
2.200824260386e-01,-5.551038632015e+01,1.160677398347e+01,6.264073516320e-01,2.184912069232e+02,3.677273496424e+00,2.164408130634e+00
2.202211917549e-01,-5.390022415914e+01,1.159997388429e+01,6.399747318031e-01,2.190004363776e+02,3.662193822123e+00,2.166268692345e+00
