normalized_time,experiment_charge_nC,simulation_charge_nC,difference_nC
3.781890945473e-01,-3.637246953211e+02,-5.466886579541e+02,-1.829639626330e+02
3.786893446723e-01,-3.644106447958e+02,-5.484388785665e+02,-1.840282337706e+02
3.791895947974e-01,-3.650966222846e+02,-5.501768644282e+02,-1.850802421436e+02
3.796898449225e-01,-3.657806497983e+02,-5.519020877820e+02,-1.861214379837e+02
3.801900950475e-01,-3.664611940705e+02,-5.536140382477e+02,-1.871528441773e+02
3.806903451726e-01,-3.671366913191e+02,-5.553122233061e+02,-1.881755319870e+02
3.811905952976e-01,-3.678062433451e+02,-5.569961687334e+02,-1.891899253882e+02
3.816908454227e-01,-3.684675248359e+02,-5.586654189870e+02,-1.901978941512e+02
3.821910955478e-01,-3.691183976723e+02,-5.603195375433e+02,-1.912011398710e+02
3.826913456728e-01,-3.697566395932e+02,-5.619581071850e+02,-1.922014675917e+02
3.831915957979e-01,-3.703764846658e+02,-5.635807302422e+02,-1.932042455764e+02
3.836918459230e-01,-3.709740641555e+02,-5.651870287838e+02,-1.942129646283e+02
3.841920960480e-01,-3.715456416943e+02,-5.667766447627e+02,-1.952310030684e+02
3.846923461731e-01,-3.720827576523e+02,-5.683492401144e+02,-1.962664824621e+02
3.851925962981e-01,-3.725858906688e+02,-5.699044968099e+02,-1.973186061411e+02
3.856928464232e-01,-3.730516257363e+02,-5.714421168658e+02,-1.983904911295e+02
3.861930965483e-01,-3.734756879174e+02,-5.729618223098e+02,-1.994861343924e+02
3.866933466733e-01,-3.738612386428e+02,-5.744633551061e+02,-2.006021164633e+02
3.871935967984e-01,-3.742052033251e+02,-5.759464770401e+02,-2.017412737150e+02
3.876938469235e-01,-3.745079392431e+02,-5.774109695660e+02,-2.029030303230e+02
3.881940970485e-01,-3.747740736603e+02,-5.788566336167e+02,-2.040825599564e+02
3.886943471736e-01,-3.750024852661e+02,-5.802832893795e+02,-2.052808041134e+02
3.891945972986e-01,-3.751982498484e+02,-5.816907760392e+02,-2.064925261909e+02
3.896948474237e-01,-3.753654474472e+02,-5.830789514903e+02,-2.077135040432e+02
3.901950975488e-01,-3.755037805637e+02,-5.844476920197e+02,-2.089439114559e+02
3.906953476738e-01,-3.756203952711e+02,-5.857968919627e+02,-2.101764966917e+02
3.911955977989e-01,-3.757191064267e+02,-5.871264633349e+02,-2.114073569082e+02
3.916958479240e-01,-3.758036805137e+02,-5.884363354393e+02,-2.126326549256e+02
3.921960980490e-01,-3.758807913691e+02,-5.897264544544e+02,-2.138456630853e+02
3.926963481741e-01,-3.759553896683e+02,-5.909967830019e+02,-2.150413933336e+02
3.931965982991e-01,-3.760343689079e+02,-5.922472996980e+02,-2.162129307902e+02
3.936968484242e-01,-3.761240678073e+02,-5.934779986899e+02,-2.173539308826e+02
3.941970985493e-01,-3.762338297883e+02,-5.946888891780e+02,-2.184550593897e+02
3.946973486743e-01,-3.763726314392e+02,-5.958799949284e+02,-2.195073634892e+02
3.951975987994e-01,-3.765470008739e+02,-5.970513537744e+02,-2.205043529005e+02
3.956978489245e-01,-3.767695839154e+02,-5.982030171113e+02,-2.214334331959e+02
3.961980990495e-01,-3.770428996733e+02,-5.993350493841e+02,-2.222921497108e+02
3.966983491746e-01,-3.773701392431e+02,-6.004475275720e+02,-2.230773883290e+02
3.971985992996e-01,-3.777622488979e+02,-6.015405406689e+02,-2.237782917710e+02
3.976988494247e-01,-3.782137492981e+02,-6.026141891629e+02,-2.244004398648e+02
3.981990995498e-01,-3.787283295882e+02,-6.036685845158e+02,-2.249402549276e+02
3.986993496748e-01,-3.793101144807e+02,-6.047038486442e+02,-2.253937341636e+02
3.991995997999e-01,-3.799526271870e+02,-6.057201134025e+02,-2.257674862154e+02
3.996998499250e-01,-3.806596719594e+02,-6.067175200702e+02,-2.260578481108e+02
4.002001000500e-01,-3.814295717593e+02,-6.076962183289e+02,-2.262666465696e+02
4.007003501751e-01,-3.822565779124e+02,-6.086563665488e+02,-2.263997886364e+02
4.012006003002e-01,-3.831442816142e+02,-6.095981320426e+02,-2.264538504283e+02
4.017008504252e-01,-3.840857125797e+02,-6.105216887751e+02,-2.264359761954e+02
4.022011005503e-01,-3.850758764117e+02,-6.114272176647e+02,-2.263513412531e+02
4.027013506753e-01,-3.861169187328e+02,-6.123149061131e+02,-2.261979873803e+02
4.032016008004e-01,-3.871995140305e+02,-6.131849475450e+02,-2.259854335146e+02
4.037018509255e-01,-3.883214278874e+02,-6.140375409594e+02,-2.257161130720e+02
4.042021010505e-01,-3.894818694582e+02,-6.148728904904e+02,-2.253910210322e+02
4.047023511756e-01,-3.906730010740e+02,-6.156912049806e+02,-2.250182039066e+02
4.052026013007e-01,-3.918927777623e+02,-6.164926975658e+02,-2.245999198035e+02
4.057028514257e-01,-3.931375516493e+02,-6.172775852718e+02,-2.241400336225e+02
4.062031015508e-01,-3.944015880675e+02,-6.180460886234e+02,-2.236445005560e+02
4.067033516758e-01,-3.956829998734e+02,-6.187984312672e+02,-2.231154313938e+02
4.072036018009e-01,-3.969773034251e+02,-6.195348396056e+02,-2.225575361805e+02
4.077038519260e-01,-3.982808484977e+02,-6.202555424446e+02,-2.219746939469e+02
4.082041020510e-01,-3.995906400935e+02,-6.209607706545e+02,-2.213701305610e+02
4.087043521761e-01,-4.009029245357e+02,-6.216507568437e+02,-2.207478323080e+02
4.092046023012e-01,-4.022156629549e+02,-6.223257350451e+02,-2.201100720902e+02
4.097048524262e-01,-4.035261606038e+02,-6.229859404157e+02,-2.194597798120e+02
4.102051025513e-01,-4.048325683076e+02,-6.236316089494e+02,-2.187990406418e+02
4.107053526763e-01,-4.061325397433e+02,-6.242629772018e+02,-2.181304374584e+02
4.112056028014e-01,-4.074238520995e+02,-6.248802820283e+02,-2.174564299288e+02
4.117058529265e-01,-4.087058173321e+02,-6.254837603345e+02,-2.167779430024e+02
4.122061030515e-01,-4.099762992731e+02,-6.260736488382e+02,-2.160973495651e+02
4.127063531766e-01,-4.112333072771e+02,-6.266501838451e+02,-2.154168765680e+02
4.132066033017e-01,-4.124745216843e+02,-6.272136010339e+02,-2.147390793496e+02
4.137068534267e-01,-4.136929855662e+02,-6.277641352555e+02,-2.140711496893e+02
4.142071035518e-01,-4.148847918194e+02,-6.283020203414e+02,-2.134172285221e+02
4.147073536768e-01,-4.160463873171e+02,-6.288274889247e+02,-2.127811016076e+02
4.152076038019e-01,-4.171682966718e+02,-6.293407722707e+02,-2.121724755989e+02
4.157078539270e-01,-4.182507949209e+02,-6.298421001187e+02,-2.115913051978e+02
4.162081040520e-01,-4.192890660064e+02,-6.303317005336e+02,-2.110426345271e+02
4.167083541771e-01,-4.202767597033e+02,-6.308097997676e+02,-2.105330400643e+02
4.172086043022e-01,-4.212176318394e+02,-6.312766221308e+02,-2.100589902915e+02
4.177088544272e-01,-4.221080462466e+02,-6.317323898722e+02,-2.096243436257e+02
4.182091045523e-01,-4.229480428449e+02,-6.321773230681e+02,-2.092292802233e+02
4.187093546773e-01,-4.237418796633e+02,-6.326116395201e+02,-2.088697598569e+02
4.192096048024e-01,-4.244862725097e+02,-6.330355546615e+02,-2.085492821518e+02
4.197098549275e-01,-4.251854567018e+02,-6.334492814703e+02,-2.082638247685e+02
4.202101050525e-01,-4.258435613541e+02,-6.338530303918e+02,-2.080094690377e+02
4.207103551776e-01,-4.264583310390e+02,-6.342470092666e+02,-2.077886782277e+02
4.212106053027e-01,-4.270377889179e+02,-6.346314232671e+02,-2.075936343492e+02
4.217108554277e-01,-4.275850928199e+02,-6.350064748394e+02,-2.074213820196e+02
4.222111055528e-01,-4.281018959714e+02,-6.353723636530e+02,-2.072704676816e+02
4.227113556778e-01,-4.285962061265e+02,-6.357292865553e+02,-2.071330804288e+02
4.232116058029e-01,-4.290716680575e+02,-6.360774375325e+02,-2.070057694750e+02
4.237118559280e-01,-4.295339017743e+02,-6.364170076766e+02,-2.068831059023e+02
4.242121060530e-01,-4.299906485477e+02,-6.367481851563e+02,-2.067575366085e+02
4.247123561781e-01,-4.304491550510e+02,-6.370711551942e+02,-2.066220001432e+02
4.252126063032e-01,-4.309189005237e+02,-6.373861000482e+02,-2.064671995245e+02
4.257128564282e-01,-4.314069592030e+02,-6.376931989970e+02,-2.062862397940e+02
4.262131065533e-01,-4.319245360915e+02,-6.379926283308e+02,-2.060680922393e+02
4.267133566783e-01,-4.324758894682e+02,-6.382845613449e+02,-2.058086718768e+02
4.272136068034e-01,-4.330651216843e+02,-6.385691683380e+02,-2.055040466537e+02
4.277138569285e-01,-4.337008993231e+02,-6.388466166134e+02,-2.051457172903e+02
4.282141070535e-01,-4.343803594532e+02,-6.391170704838e+02,-2.047367110306e+02
4.287143571786e-01,-4.351069856663e+02,-6.393806912793e+02,-2.042737056130e+02
4.292146073037e-01,-4.358844874672e+02,-6.396376373582e+02,-2.037531498910e+02
4.297148574287e-01,-4.367079706588e+02,-6.398880641204e+02,-2.031800934616e+02
4.302151075538e-01,-4.375798420945e+02,-6.401321240237e+02,-2.025522819292e+02
4.307153576788e-01,-4.384983749109e+02,-6.403699666020e+02,-2.018715916911e+02
4.312156078039e-01,-4.394583082776e+02,-6.406017384863e+02,-2.011434302088e+02
4.317158579290e-01,-4.404609604537e+02,-6.408275834271e+02,-2.003666229734e+02
4.322161080540e-01,-4.415006958714e+02,-6.410476423187e+02,-1.995469464474e+02
4.327163581791e-01,-4.425734188829e+02,-6.412620532266e+02,-1.986886343437e+02
4.332166083042e-01,-4.436795803136e+02,-6.414709514140e+02,-1.977913711004e+02
4.337168584292e-01,-4.448110886177e+02,-6.416744693720e+02,-1.968633807543e+02
4.342171085543e-01,-4.459654853161e+02,-6.418727368501e+02,-1.959072515340e+02
4.347173586793e-01,-4.471407241855e+02,-6.420658808879e+02,-1.949251567023e+02
4.352176088044e-01,-4.483312144807e+02,-6.422540258481e+02,-1.939228113674e+02
4.357178589295e-01,-4.495344222346e+02,-6.424372934506e+02,-1.929028712161e+02
4.362181090545e-01,-4.507465259864e+02,-6.426158028072e+02,-1.918692768208e+02
4.367183591796e-01,-4.519632931700e+02,-6.427896704570e+02,-1.908263772869e+02
4.372186093047e-01,-4.531813293882e+02,-6.429590104027e+02,-1.897776810146e+02
4.377188594297e-01,-4.543970233351e+02,-6.431239341477e+02,-1.887269108126e+02
4.382191095548e-01,-4.556076460965e+02,-6.432845507329e+02,-1.876769046364e+02
4.387193596798e-01,-4.568094575522e+02,-6.434409667748e+02,-1.866315092226e+02
4.392196098049e-01,-4.580006000735e+02,-6.435932865037e+02,-1.855926864303e+02
4.397198599300e-01,-4.591787625047e+02,-6.437416118016e+02,-1.845628492969e+02
4.402201100550e-01,-4.603403194332e+02,-6.438860422411e+02,-1.835457228079e+02
4.407203601801e-01,-4.614857439454e+02,-6.440266751240e+02,-1.825409311785e+02
4.412206103052e-01,-4.626127580525e+02,-6.441636055202e+02,-1.815508474677e+02
4.417208604302e-01,-4.637189878174e+02,-6.442969263065e+02,-1.805779384891e+02
4.422211105553e-01,-4.648048126798e+02,-6.444267282053e+02,-1.796219155255e+02
4.427213606803e-01,-4.658663127798e+02,-6.445530998234e+02,-1.786867870436e+02
4.432216108054e-01,-4.669006656563e+02,-6.446761276907e+02,-1.777754620345e+02
4.437218609305e-01,-4.679065347408e+02,-6.447958962989e+02,-1.768893615581e+02
4.442221110555e-01,-4.688762209839e+02,-6.449124881391e+02,-1.760362671552e+02
4.447223611806e-01,-4.698074808138e+02,-6.450259837409e+02,-1.752185029270e+02
4.452226113057e-01,-4.706969542006e+02,-6.451364617091e+02,-1.744395075085e+02
4.457228614307e-01,-4.715338509989e+02,-6.452439987621e+02,-1.737101477632e+02
4.462231115558e-01,-4.723207362416e+02,-6.453486697690e+02,-1.730279335274e+02
4.467233616808e-01,-4.730533852160e+02,-6.454505477857e+02,-1.723971625697e+02
4.472236118059e-01,-4.737261097783e+02,-6.455497040925e+02,-1.718235943141e+02
4.477238619310e-01,-4.743440687578e+02,-6.456462082294e+02,-1.713021394716e+02
4.482241120560e-01,-4.749032553511e+02,-6.457401280322e+02,-1.708368726811e+02
4.487243621811e-01,-4.754039276873e+02,-6.458315296678e+02,-1.704276019805e+02
4.492246123062e-01,-4.758516268369e+02,-6.459204776686e+02,-1.700688508318e+02
4.497248624312e-01,-4.762432569519e+02,-6.460070349677e+02,-1.697637780157e+02
4.502251125563e-01,-4.765845852661e+02,-6.460912629319e+02,-1.695066776658e+02
4.507253626813e-01,-4.768802631550e+02,-6.461732213960e+02,-1.692929582409e+02
4.512256128064e-01,-4.771283890680e+02,-6.462529686949e+02,-1.691245796269e+02
4.517258629315e-01,-4.773383698083e+02,-6.463305616970e+02,-1.689921918887e+02
4.522261130565e-01,-4.775145683076e+02,-6.464060558354e+02,-1.688914875278e+02
4.527263631816e-01,-4.776605825147e+02,-6.464795051397e+02,-1.688189226250e+02
4.532266133067e-01,-4.777853205337e+02,-6.465509622668e+02,-1.687656417331e+02
4.537268634317e-01,-4.778932992731e+02,-6.466204785315e+02,-1.687271792584e+02
4.542271135568e-01,-4.779911839154e+02,-6.466881039361e+02,-1.686969200207e+02
4.547273636818e-01,-4.780868398434e+02,-6.467538872002e+02,-1.686670473568e+02
4.552276138069e-01,-4.781891267368e+02,-6.468178757888e+02,-1.686287490519e+02
4.557278639320e-01,-4.783084039754e+02,-6.468801159415e+02,-1.685717119660e+02
4.562281140570e-01,-4.784519525497e+02,-6.469406526997e+02,-1.684887001500e+02
4.567283641821e-01,-4.786308685077e+02,-6.469995299340e+02,-1.683686614263e+02
4.572286143072e-01,-4.788483874171e+02,-6.470567903710e+02,-1.682084029538e+02
4.577288644322e-01,-4.791085730099e+02,-6.471124756193e+02,-1.680039026094e+02
4.582291145573e-01,-4.794211301885e+02,-6.471666261956e+02,-1.677454960071e+02
4.587293646823e-01,-4.797828605037e+02,-6.472192815495e+02,-1.674364210458e+02
4.592296148074e-01,-4.801973208839e+02,-6.472704800880e+02,-1.670731592041e+02
4.597298649325e-01,-4.806683098284e+02,-6.473202592001e+02,-1.666519493717e+02
4.602301150575e-01,-4.811906234852e+02,-6.473686552803e+02,-1.661780317951e+02
4.607303651826e-01,-4.817668869669e+02,-6.474157037516e+02,-1.656488167847e+02
4.612306153077e-01,-4.823951503986e+02,-6.474614390880e+02,-1.650662886894e+02
4.617308654327e-01,-4.830704063266e+02,-6.475058948370e+02,-1.644354885104e+02
4.622311155578e-01,-4.837951415942e+02,-6.475491036408e+02,-1.637539620466e+02
4.627313656828e-01,-4.845629812140e+02,-6.475910972581e+02,-1.630281160440e+02
4.632316158079e-01,-4.853700266868e+02,-6.476319065839e+02,-1.622618798972e+02
4.637318659330e-01,-4.862182232351e+02,-6.476715616707e+02,-1.614533384356e+02
4.642321160580e-01,-4.870995863666e+02,-6.477100917472e+02,-1.606105053806e+02
4.647323661831e-01,-4.880114909189e+02,-6.477475252386e+02,-1.597360343197e+02
4.652326163082e-01,-4.889524112791e+02,-6.477838897846e+02,-1.588314785055e+02
4.657328664332e-01,-4.899160452961e+02,-6.478192122580e+02,-1.579031669619e+02
4.662331165583e-01,-4.909006405937e+02,-6.478535187833e+02,-1.569528781896e+02
4.667333666833e-01,-4.919031125797e+02,-6.478868347532e+02,-1.559837221735e+02
4.672336168084e-01,-4.929189545507e+02,-6.479191848460e+02,-1.550002302953e+02
4.677338669335e-01,-4.939460501485e+02,-6.479505930427e+02,-1.540045428942e+02
4.682341170585e-01,-4.949803684577e+02,-6.479810826426e+02,-1.530007141849e+02
4.687343671836e-01,-4.960187743606e+02,-6.480106762796e+02,-1.519919019189e+02
4.692346173087e-01,-4.970587311890e+02,-6.480393959371e+02,-1.509806647480e+02
4.697348674337e-01,-4.980977656563e+02,-6.480672629636e+02,-1.499694973073e+02
4.702351175588e-01,-4.991339463966e+02,-6.480942980870e+02,-1.489603516903e+02
4.707353676838e-01,-5.001644776623e+02,-6.481205214286e+02,-1.479560437664e+02
4.712356178089e-01,-5.011880963716e+02,-6.481459525176e+02,-1.469578561460e+02
4.717358679340e-01,-5.022027758113e+02,-6.481706103039e+02,-1.459678344926e+02
4.722361180590e-01,-5.032062147308e+02,-6.481945131716e+02,-1.449882984408e+02
4.727363681841e-01,-5.041981245857e+02,-6.482176789518e+02,-1.440195543661e+02
4.732366183092e-01,-5.051762636553e+02,-6.482401249348e+02,-1.430638612795e+02
4.737368684342e-01,-5.061393216343e+02,-6.482618678821e+02,-1.421225462479e+02
4.742371185593e-01,-5.070860244357e+02,-6.482829240385e+02,-1.411968996028e+02
4.747373686843e-01,-5.080110145307e+02,-6.483033091430e+02,-1.402922946123e+02
4.752376188094e-01,-5.089111995732e+02,-6.483230384402e+02,-1.394118388670e+02
4.757378689345e-01,-5.097826136803e+02,-6.483421266909e+02,-1.385595130106e+02
4.762381190595e-01,-5.106156553511e+02,-6.483605881822e+02,-1.377449328311e+02
4.767383691846e-01,-5.114098385427e+02,-6.483784367382e+02,-1.369685981955e+02
4.772386193097e-01,-5.121601330900e+02,-6.483932304367e+02,-1.362330973467e+02
4.777388694347e-01,-5.128606371420e+02,-6.483935636838e+02,-1.355329265417e+02
4.782391195598e-01,-5.135148509989e+02,-6.483938854479e+02,-1.348790344490e+02
4.787393696848e-01,-5.141191807638e+02,-6.483941959703e+02,-1.342750152065e+02
4.792396198099e-01,-5.146732895682e+02,-6.483944954841e+02,-1.337212059159e+02
4.797398699350e-01,-5.151809818144e+02,-6.483947842140e+02,-1.332138023996e+02
4.802401200600e-01,-5.156387095782e+02,-6.483950623767e+02,-1.327563527985e+02
4.807403701851e-01,-5.160515922696e+02,-6.483953301811e+02,-1.323437379115e+02
4.812406203102e-01,-5.164235740605e+02,-6.483955878284e+02,-1.319720137679e+02
4.817408704352e-01,-5.167530828148e+02,-6.483958355121e+02,-1.316427526973e+02
4.822411205603e-01,-5.170483094282e+02,-6.483960734185e+02,-1.313477639903e+02
4.827413706853e-01,-5.173128451460e+02,-6.483963017263e+02,-1.310834565803e+02
4.832416208104e-01,-5.175495780124e+02,-6.483965206073e+02,-1.308469425949e+02
4.837418709355e-01,-5.177671335402e+02,-6.483967302261e+02,-1.306295966859e+02
4.842421210605e-01,-5.179706561015e+02,-6.483969307403e+02,-1.304262746388e+02
4.847423711856e-01,-5.181677430950e+02,-6.483971223008e+02,-1.302293792059e+02
4.852426213107e-01,-5.183669239354e+02,-6.483973050519e+02,-1.300303811165e+02
4.857428714357e-01,-5.185778266868e+02,-6.483974791310e+02,-1.298196524442e+02
4.862431215608e-01,-5.188094420445e+02,-6.483976446692e+02,-1.295882026248e+02
4.867433716858e-01,-5.190674827648e+02,-6.483978017912e+02,-1.293303190263e+02
4.872436218109e-01,-5.193619257363e+02,-6.483979506152e+02,-1.290360248789e+02
4.877438719360e-01,-5.196948314892e+02,-6.483980912535e+02,-1.287032597643e+02
4.882441220610e-01,-5.200690603036e+02,-6.483982238119e+02,-1.283291635083e+02
4.887443721861e-01,-5.204926900685e+02,-6.483983483901e+02,-1.279056583217e+02
4.892446223112e-01,-5.209612644557e+02,-6.483984650823e+02,-1.274372006266e+02
4.897448724362e-01,-5.214772586027e+02,-6.483985739762e+02,-1.269213153735e+02
4.902451225613e-01,-5.220433258864e+02,-6.483986751539e+02,-1.263553492675e+02
4.907453726863e-01,-5.226544295382e+02,-6.483987686916e+02,-1.257443391534e+02
4.912456228114e-01,-5.233124033751e+02,-6.483988546598e+02,-1.250864512847e+02
4.917458729365e-01,-5.240151448459e+02,-6.483989331232e+02,-1.243837882774e+02
4.922461230615e-01,-5.247579857663e+02,-6.483990041410e+02,-1.236410183747e+02
4.927463731866e-01,-5.255430013741e+02,-6.483990677667e+02,-1.228560663926e+02
4.932466233117e-01,-5.263644794132e+02,-6.483991240482e+02,-1.220346446350e+02
4.937468734367e-01,-5.272186707588e+02,-6.483991730278e+02,-1.211805022690e+02
4.942471235618e-01,-5.281060162816e+02,-6.483992147424e+02,-1.202931984608e+02
4.947473736868e-01,-5.290188263866e+02,-6.483992492234e+02,-1.193804228367e+02
4.952476238119e-01,-5.299539077273e+02,-6.483992764966e+02,-1.184453687693e+02
4.957478739370e-01,-5.309093874171e+02,-6.483992965825e+02,-1.174899091654e+02
4.962481240620e-01,-5.318800544507e+02,-6.483993094963e+02,-1.165192550456e+02
4.967483741871e-01,-5.328639141805e+02,-6.483993152473e+02,-1.155354010668e+02
4.972486243122e-01,-5.338573181825e+02,-6.483993138400e+02,-1.145419956575e+02
4.977488744372e-01,-5.348562814141e+02,-6.483993052731e+02,-1.135430238589e+02
4.982491245623e-01,-5.358581992231e+02,-6.483992895398e+02,-1.125410903167e+02
4.987493746873e-01,-5.368601816643e+02,-6.483992666282e+02,-1.115390849639e+02
4.992496248124e-01,-5.378599312891e+02,-6.483992365209e+02,-1.105393052319e+02
4.997498749375e-01,-5.388547171320e+02,-6.483991991949e+02,-1.095444820629e+02
5.002501250625e-01,-5.398430031250e+02,-6.483991546218e+02,-1.085561514968e+02
5.007503751876e-01,-5.408227466968e+02,-6.483991027679e+02,-1.075763560711e+02
5.012506253127e-01,-5.417909833651e+02,-6.483990435936e+02,-1.066080602285e+02
5.017508754377e-01,-5.427474230350e+02,-6.483989770543e+02,-1.056515540193e+02
5.022511255628e-01,-5.436901380925e+02,-6.483989030993e+02,-1.047087650068e+02
5.027513756878e-01,-5.446167174322e+02,-6.483988216727e+02,-1.037821042405e+02
5.032516258129e-01,-5.455274130800e+02,-6.483987327128e+02,-1.028713196328e+02
5.037518759380e-01,-5.464197836653e+02,-6.483986361521e+02,-1.019788524869e+02
5.042521260630e-01,-5.472931618544e+02,-6.483985319176e+02,-1.011053700633e+02
5.047523761881e-01,-5.481480318894e+02,-6.483984199303e+02,-1.002503880409e+02
5.052526263132e-01,-5.489813114792e+02,-6.483983001054e+02,-9.941698862622e+01
5.057528764382e-01,-5.497925959214e+02,-6.483981723522e+02,-9.860557643079e+01
5.062531265633e-01,-5.505791576523e+02,-6.483980365741e+02,-9.781887892180e+01
5.067533766883e-01,-5.513331209339e+02,-6.483978926682e+02,-9.706477173425e+01
5.072536268134e-01,-5.520543185827e+02,-6.483977405257e+02,-9.634342194298e+01
5.077538769385e-01,-5.527382252361e+02,-6.483975800316e+02,-9.565935479550e+01
5.082541270635e-01,-5.533786434952e+02,-6.483974110644e+02,-9.501876756921e+01
5.087543771886e-01,-5.539767015242e+02,-6.483972334963e+02,-9.442053197211e+01
5.092546273137e-01,-5.545266364417e+02,-6.483970471932e+02,-9.387041075153e+01
5.097548774387e-01,-5.550263224347e+02,-6.483968520141e+02,-9.337052957948e+01
5.102551275638e-01,-5.554780178824e+02,-6.483966478117e+02,-9.291862992929e+01
5.107553776888e-01,-5.558769494982e+02,-6.483964344315e+02,-9.251948493329e+01
5.112556278139e-01,-5.562263797633e+02,-6.483962117123e+02,-9.216983194895e+01
5.117558779390e-01,-5.565291642556e+02,-6.483959794859e+02,-9.186681523032e+01
5.122561280640e-01,-5.567816228849e+02,-6.483957375769e+02,-9.161411469201e+01
5.127563781891e-01,-5.569923027248e+02,-6.483954858028e+02,-9.140318307799e+01
5.132566283142e-01,-5.571646408439e+02,-6.483952239733e+02,-9.123058312943e+01
5.137568784392e-01,-5.573007743106e+02,-6.483949518909e+02,-9.109417758035e+01
5.142571285643e-01,-5.574100896683e+02,-6.483946693504e+02,-9.098457968210e+01
5.147573786893e-01,-5.574967696583e+02,-6.483943761383e+02,-9.089760648008e+01
5.152576288144e-01,-5.575682725097e+02,-6.483940720339e+02,-9.082579952424e+01
5.157578789395e-01,-5.576338597533e+02,-6.483937568076e+02,-9.075989705433e+01
5.162581290645e-01,-5.577013856162e+02,-6.483934302219e+02,-9.069204460569e+01
5.167583791896e-01,-5.577786310890e+02,-6.483930920306e+02,-9.061446094163e+01
5.172586293147e-01,-5.578704113791e+02,-6.483927419789e+02,-9.052233059982e+01
5.177588794397e-01,-5.579837262866e+02,-6.483923798032e+02,-9.040865351665e+01
5.182591295648e-01,-5.581204066768e+02,-6.483920052307e+02,-9.027159855397e+01
5.187593796898e-01,-5.582824753111e+02,-6.483916179794e+02,-9.010914266835e+01
5.192596298149e-01,-5.584749607038e+02,-6.483912177580e+02,-8.991625705419e+01
5.197598799400e-01,-5.586956367918e+02,-6.483908042653e+02,-8.969516747346e+01
5.202601300650e-01,-5.589460311390e+02,-6.483903771903e+02,-8.944434605131e+01
5.207603801901e-01,-5.592277741605e+02,-6.483899362121e+02,-8.916216205154e+01
5.212606303152e-01,-5.595375281875e+02,-6.483894809990e+02,-8.885195281146e+01
5.217608804402e-01,-5.598770142306e+02,-6.483890112092e+02,-8.851199697869e+01
5.222611305653e-01,-5.602449339904e+02,-6.483885264899e+02,-8.814359249948e+01
5.227613806903e-01,-5.606387046758e+02,-6.483880264771e+02,-8.774932180135e+01
5.232616308154e-01,-5.610595888679e+02,-6.483659189980e+02,-8.730633013013e+01
5.237618809405e-01,-5.615037501485e+02,-6.483393321512e+02,-8.683558200264e+01
5.242621310655e-01,-5.619687614542e+02,-6.483119225952e+02,-8.634316114100e+01
5.247623811906e-01,-5.624548878674e+02,-6.482836697873e+02,-8.582878191993e+01
5.252626313157e-01,-5.629572379424e+02,-6.482545525622e+02,-8.529731461976e+01
5.257628814407e-01,-5.634738937203e+02,-6.482245491169e+02,-8.475065539661e+01
5.262631315658e-01,-5.640035026748e+02,-6.481936369956e+02,-8.419013432084e+01
5.267633816908e-01,-5.645425007238e+02,-6.481617930737e+02,-8.361929234988e+01
5.272636318159e-01,-5.650898503986e+02,-6.481289935415e+02,-8.303914314284e+01
5.277638819410e-01,-5.656433828649e+02,-6.480952138873e+02,-8.245183102244e+01
5.282641320660e-01,-5.662006431950e+02,-6.480604288808e+02,-8.185978568578e+01
5.287643821911e-01,-5.667596394432e+02,-6.480246125547e+02,-8.126497311157e+01
5.292646323162e-01,-5.673182511990e+02,-6.479877381873e+02,-8.066948698824e+01
5.297648824412e-01,-5.678748528999e+02,-6.479497782832e+02,-8.007492538331e+01
5.302651325663e-01,-5.684272574021e+02,-6.479107045547e+02,-7.948344715260e+01
5.307653826913e-01,-5.689740137803e+02,-6.478704879023e+02,-7.889647412199e+01
5.312656328164e-01,-5.695138518994e+02,-6.478290983941e+02,-7.831524649469e+01
5.317658829415e-01,-5.700443544507e+02,-6.477865052456e+02,-7.774215079491e+01
5.322661330665e-01,-5.705654261365e+02,-6.477426767983e+02,-7.717725066184e+01
5.327663831916e-01,-5.710755884677e+02,-6.476975804984e+02,-7.662199203075e+01
5.332666333167e-01,-5.715738391930e+02,-6.476511828742e+02,-7.607734368113e+01
5.337668834417e-01,-5.720608319894e+02,-6.476034495134e+02,-7.554261752392e+01
5.342671335668e-01,-5.725352079774e+02,-6.475543450399e+02,-7.501913706244e+01
5.347673836918e-01,-5.729966953711e+02,-6.475038330898e+02,-7.450713771868e+01
5.352676338169e-01,-5.734455367418e+02,-6.474518762870e+02,-7.400633954517e+01
5.357678839420e-01,-5.738793226348e+02,-6.473984362178e+02,-7.351911358305e+01
5.362681340670e-01,-5.742975511490e+02,-6.473434734057e+02,-7.304592225670e+01
5.367683841921e-01,-5.746977909189e+02,-6.472869472848e+02,-7.258915636588e+01
5.372686343172e-01,-5.750733661565e+02,-6.472288161726e+02,-7.215545001613e+01
5.377688844422e-01,-5.754230329399e+02,-6.471690372433e+02,-7.174600430339e+01
5.382691345673e-01,-5.757423696082e+02,-6.471075664986e+02,-7.136519689031e+01
5.387693846923e-01,-5.760254992731e+02,-6.470443587396e+02,-7.101885946651e+01
5.392696348174e-01,-5.762725133301e+02,-6.469793675371e+02,-7.070685420698e+01
5.397698849425e-01,-5.764786434452e+02,-6.469125452012e+02,-7.043390175605e+01
